,Central Banks,Month &,Year,Status,Timeline Description,Name of the CBDC,Type,Structure,Technology Provider,Programmability,Interoperability,Governance structure,Centralized / decentralized,DLT / non-DLT,Technology,Main motivation/goals of the CBDC,Remuneration,International access,Caps/Limits,CBDC emission amount,Offline payments,Anonymity/Privacy,Distribution,Link to announcement,Link to whitepaper,Link to site of project,Links to social networks,Description,Announcement Year,Keywords
France & Tunisia,Banque de France &  Banque Centrale de Tunisie,July,2021,Pilot,"The experimentation carried out a wire transfer between two individuals, located respectively in France and Tunisia, in commercial bank money through transfer of wholesale central bank digital currency (CBDC) between Banque de France and Banque Centrale de Tunisie",,Wholesale,,Prosperus,,,,,,,This experiment allowed appraising wholesale CBDC's potential to carry out retail cross-border transfers through cooperation between central and commercial banks to establish efficient processes.,,,,,,,,https://www.banque-france.fr/en/communique-de-presse/banque-de-france-cooperation-banque-centrale-de-tunisie-successfully-conducts-experiment-use-central,,,,"Both central banks exchanged CBDC tokens in secured conditions. A consortium of actors made up on Prosperus' initiative, comprising Bank Wormser Freres, la Banque Internationale Arabe de Tunisie and its French subsidiary BIAT France, conducted all these operations. Value Digital Services and Inuo Strategic Impact also provided support to Prosperus as part of this work.",2021,
Georgia,National Bank of Georgia,February,2023,Proof of concept,"The National Bank of Georgia (NBG) is inviting fintech companies to express interest in participating in its digital lari central bank digital currency (CBDC). In April 2021, NBG launched the first stage of the project and invited interested financial technology providers to participate. Now the NBG will select a technological partner based on information provided by the companies, including the CBDC system, technical capabilities, security, and technological proposal for the pilot project. ",Digital Lari,Retail,Account/Token,,,,,,,,"The introduction of a digital Lari has the capability to produce a considerable impact on current monetary policy and payment systems, while also spurring the growth of financial technologies and innovative financial products and services. Nevertheless, it is crucial to take into account the potential hazards linked with the launch of a digital currency. In order to mitigate these risks, NBG intends to commence a restricted-access live pilot of the Digital Lari.

",,,,,,,,https://nbg.gov.ge/en/media/news/the-national-bank-of-georgia-advances-digital-lari-project-and-finalizes-expression-of-int,,,,,2023,
Georgia,National Bank of Georgia,December,2022,Research,The National Bank of Georgia (NBG) is considering launching a publicly available Central Bank Digital Currency (CBDC) to leverage new technologies and enhance the efficiency of the payment system while also bringing new value-added use cases. The commencement of the limited access pilot stage is set for early 2023.,Digital Lari,Retail,Account/Token,,,,,,,,"To explore the potential of technology as a means to introduce the innovative platform and business models supported with subsequent technology instruments that can play a positive role in Georgia's landscape of payments, macroeconomics, and the financial system supporting the NBG's policy goal to strengthen the reliance on national currency (GEL) as well as stimulating the growth of the local fintech industry and digital economy.",,,,,,,,"https://www.nbg.gov.ge/index.php?m=340&newsid=4214&lng=eng
https://www.coindesk.com/policy/2021/10/06/national-bank-of-georgia-to-test-cbdc-next-year/",,,,,2022,
Ghana,The Bank of Ghana,April,2023,Pilot,"The original plan for the Bank of Ghana was to launch the e-Cedi in 2022. However, due to the high inflation rates and loss of currency value, the launch was delayed. The Bank had to slow down the process and focus on improving the macro environment by bringing down inflation rates. At some point in the future, the Bank will resume the e-Cedi project and determine the launch date.",E-cedi,Retail,Token,Giesecke+Devrient (G+D),,,,,Non-DLT,Filia,"Goals are the promotion of diverse digital payments, while ensuring a secure and robust payment infrastructure. Further, it aims to facilitate payments without a bank account, contract, or smartphone, by boosting the use of digital services and financial inclusion amongst all demographic groups.",,,,,,,,https://www.african-markets.com/en/news/west-africa/ghana/ghana-e-cedi-launch-delay-due-to-economic-challenges-bog,,,,,2023,
Ghana,The Bank of Ghana,August,2021,Pilot,"The Central Bank of Ghana (BoG) has reportedly granted Vodafone Cash and CalBank customers the opportunity to test its online version of its central bank digital currency (CBDC), the eCedi. BoG has created online and offline wallets for eCedi but has only deployed the online pilot in the city’s capital, Accra. Meanwhile, the BoG’s Governor reported that usage and uptake of the offline version of the eCedi is still being piloted in a small town called Sefwi Asafo in the Western North region.",E-cedi,Retail,,Giesecke+Devrient (G+D),,,,,Non-DLT,Filia,"Goals are the promotion of diverse digital payments, while ensuring a secure and robust payment infrastructure. Further, it aims to facilitate payments without a bank account, contract, or smartphone, by boosting the use of digital services and financial inclusion amongst all demographic groups.",,,,,,,,https://thepaypers.com/cryptocurrencies/bank-of-ghana-tests-cbdc-integration-with-mobile-money-providers--1256727,,,,,,
Ghana,The Bank of Ghana,August,2021,Pilot,"The pilot programm will include a) a pilot in an live environment including end-users, merchants, financial service providers as well as further stakeholders, b) a research study on the needs of the consumers for a e-Cedi, and c) a security evaluation of the infrastructure.",E-cedi,Retail,,Giesecke+Devrient (G+D),,,,,Non-DLT,Filia,"Goals are the promotion of diverse digital payments, while ensuring a secure and robust payment infrastructure. Further, it aims to facilitate payments without a bank account, contract, or smartphone, by boosting the use of digital services and financial inclusion amongst all demographic groups.",,,,,,,,https://www.bog.gov.gh/news/press-release-bank-of-ghana-partners-with-gieseckedevrient-to-pilot-first-general-purpose-central-bank-digital-currency-in-africa/,,,,,2021,
Ghana,The Bank of Ghana,July,2021,Proof of concept,"According to the central bank governeur Ernest Addison, the design phase of the e-cedi has been finished. Now, the digital currency is implemented.
the Bank of Ghana has also initiated processes for a pilot (here, PoC) central bank digital currency to further move the economy towards a cash-lite environment",E-cedi,Retail,,,,,,,,,"Bank's CBDC project would further advance financial inclusion, promote the efficiency and stability of the payment system, and foster competition in the financial sector.",,,,,,,,https://mobile.ghanaweb.com/GhanaHomePage/business/Bank-of-Ghana-to-begin-digital-cedi-pilot-in-September-1306180,,,,The Bank of Ghana Governorkeynote address in 2018 that Ghana is researching a CBDC and the possibilities for a pilot project in a sandbox environment.,2018,
Guatemala,Bank of Guatemala,September,2021,Research,Guatemala's central bank's Vice President Jose Alfredo Blanco said the bank is studying the possibility of a local digital currency that would be called iQuetzal.,iQuetzal,Retail,,,,,,,,,,,,,,,,,https://www.reuters.com/technology/central-banks-honduras-guatemala-eye-digital-currencies-el-salvador-launches-2021-09-08/,,,,"The central banks of Honduras and Guatemala are eying digital currencies, officials said on September, following El Salvador's adoption of bitcoin as legal currency.",2021,
Haiti,La Banque de la Republique d'Haiti,March,2021,Research,The Caribbean country of Haiti's central bank plans to start testing a digital currency at the end of this year and throughout 2022.,Gourde Digitale,Retail,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=iATIM_r4ABI,,,,,2020,
Haiti,La Banque de la Republique d'Haiti,May,2019,Cancelled,,,"Retail,Wholesale",,Bitt Inc.,,,,,,,,,,,,,,,http://www.mnialive.com/articles/bank-of-the-republic-of-haiti-ready-to-consider-digital-currency,,,,"In 2019, La Banque de la Republique d'Haiti invited a Barbados-based fintech company, Bitt Inc., to present the potential benefits of a CBDC - including financial inclusion and improvements to the domestic payments system and remittance flows.",2019,
Honduras,Central Bank of Honduras,March,2022,Research,"The Central Bank of Honduras debunked chatter about bitcoin becoming legal tender in the country. However, it continues to study the conceptual, technical and legal aspects that would determine the feasibility of issuing CBDC that would be recognized as legal tender.",,Retail,,,,,,,,,,,,,,,,,https://www.coindesk.com/policy/2022/03/23/honduras-central-bank-debunks-bitcoin-as-legal-tender-rumors/,,,,,2022,
